"activity" "subject" "feature" "mean"
"WALKING_UPSTAIRS" 16 "tBodyAcc-mean()-Z" -0.1241
"WALKING_UPSTAIRS" 16 "tBodyAcc-std()-X" -0.3971
"WALKING_UPSTAIRS" 16 "tBodyAcc-std()-Y" -0.1637
"WALKING_UPSTAIRS" 16 "tBodyAcc-std()-Z" -0.1293
"WALKING_UPSTAIRS" 16 "tBodyAccJerk-mean()-X" 0.0763
"WALKING_UPSTAIRS" 16 "tBodyAccJerk-mean()-Y" 0.0174
"WALKING_UPSTAIRS" 16 "tBodyAccJerk-mean()-Z" 0.0381
"WALKING_UPSTAIRS" 16 "tBodyAccJerk-std()-X" -0.5211
"WALKING_UPSTAIRS" 16 "tBodyAccJerk-std()-Y" -0.4256
"WALKING_UPSTAIRS" 16 "tBodyAccJerk-std()-Z" -0.5934
"WALKING_UPSTAIRS" 16 "tBodyAccJerkMag-mean()" -0.4832
"WALKING_UPSTAIRS" 16 "tBodyAccJerkMag-std()" -0.4931
"WALKING_UPSTAIRS" 16 "tBodyAccMag-mean()" -0.234
"WALKING_UPSTAIRS" 16 "tBodyAccMag-std()" -0.3348
"WALKING_UPSTAIRS" 16 "tBodyGyro-mean()-X" 0.0718
"WALKING_UPSTAIRS" 16 "tBodyGyro-mean()-Y" -0.0486
"WALKING_UPSTAIRS" 16 "tBodyGyro-mean()-Z" -0.0078
"WALKING_UPSTAIRS" 16 "tBodyGyro-std()-X" -0.5081
"WALKING_UPSTAIRS" 16 "tBodyGyro-std()-Y" -0.5864
"WALKING_UPSTAIRS" 16 "tBodyGyro-std()-Z" -0.365
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk-mean()-X" -0.1409
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk-mean()-Y" -0.0296
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk-mean()-Z" -0.0354
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk-std()-X" -0.7073
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk-std()-Y" -0.7747
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk-std()-Z" -0.7171
"WALKING_UPSTAIRS" 16 "tBodyGyroJerkMag-mean()" -0.7377
"WALKING_UPSTAIRS" 16 "tBodyGyroJerkMag-std()" -0.7973
"WALKING_UPSTAIRS" 16 "tBodyGyroMag-mean()" -0.3083
"WALKING_UPSTAIRS" 16 "tBodyGyroMag-std()" -0.5182
"WALKING_UPSTAIRS" 16 "tGravityAcc-mean()-X" 0.8269
"WALKING_UPSTAIRS" 16 "tGravityAcc-mean()-Y" -0.0806
"WALKING_UPSTAIRS" 16 "tGravityAcc-mean()-Z" -0.3791
"WALKING_UPSTAIRS" 16 "tGravityAcc-std()-X" -0.9484
"WALKING_UPSTAIRS" 16 "tGravityAcc-std()-Y" -0.9337
"WALKING_UPSTAIRS" 16 "tGravityAcc-std()-Z" -0.9076
"WALKING_UPSTAIRS" 16 "tGravityAccMag-mean()" -0.234
"WALKING_UPSTAIRS" 16 "tGravityAccMag-std()" -0.3348
"WALKING_UPSTAIRS" 17 "fBodyAcc-mean()-X" -0.1398
"WALKING_UPSTAIRS" 17 "fBodyAcc-mean()-Y" -0.1175
"WALKING_UPSTAIRS" 17 "fBodyAcc-mean()-Z" -0.3999
"WALKING_UPSTAIRS" 17 "fBodyAcc-std()-X" -0.0355
"WALKING_UPSTAIRS" 17 "fBodyAcc-std()-Y" -0.0253
"WALKING_UPSTAIRS" 17 "fBodyAcc-std()-Z" -0.2048
"WALKING_UPSTAIRS" 17 "fBodyAccJerk-mean()-X" -0.3603
"WALKING_UPSTAIRS" 17 "fBodyAccJerk-mean()-Y" -0.3771
"WALKING_UPSTAIRS" 17 "fBodyAccJerk-mean()-Z" -0.633
"WALKING_UPSTAIRS" 17 "fBodyAccJerk-std()-X" -0.2872
"WALKING_UPSTAIRS" 17 "fBodyAccJerk-std()-Y" -0.3651
"WALKING_UPSTAIRS" 17 "fBodyAccJerk-std()-Z" -0.6803
"WALKING_UPSTAIRS" 17 "fBodyAccMag-mean()" -0.1503
"WALKING_UPSTAIRS" 17 "fBodyAccMag-std()" -0.2174
"WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag-mean()" -0.3603
"WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag-std()" -0.4374
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag-mean()" -0.669
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag-std()" -0.7242
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag-mean()" -0.5041
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag-std()" -0.4964
"WALKING_UPSTAIRS" 17 "fBodyGyro-mean()-X" -0.4162
"WALKING_UPSTAIRS" 17 "fBodyGyro-mean()-Y" -0.5214
"WALKING_UPSTAIRS" 17 "fBodyGyro-mean()-Z" -0.3243
"WALKING_UPSTAIRS" 17 "fBodyGyro-std()-X" -0.5245
"WALKING_UPSTAIRS" 17 "fBodyGyro-std()-Y" -0.4812
"WALKING_UPSTAIRS" 17 "fBodyGyro-std()-Z" -0.2779
"WALKING_UPSTAIRS" 17 "tBodyAcc-mean()-X" 0.2526
"WALKING_UPSTAIRS" 17 "tBodyAcc-mean()-Y" -0.0229
"WALKING_UPSTAIRS" 17 "tBodyAcc-mean()-Z" -0.1213
"WALKING_UPSTAIRS" 17 "tBodyAcc-std()-X" -0.063
"WALKING_UPSTAIRS" 17 "tBodyAcc-std()-Y" -0.0132
"WALKING_UPSTAIRS" 17 "tBodyAcc-std()-Z" -0.2302
"WALKING_UPSTAIRS" 17 "tBodyAccJerk-mean()-X" 0.0768
"WALKING_UPSTAIRS" 17 "tBodyAccJerk-mean()-Y" 0.0308
"WALKING_UPSTAIRS" 17 "tBodyAccJerk-mean()-Z" 0.0076
"WALKING_UPSTAIRS" 17 "tBodyAccJerk-std()-X" -0.2927
"WALKING_UPSTAIRS" 17 "tBodyAccJerk-std()-Y" -0.3498
"WALKING_UPSTAIRS" 17 "tBodyAccJerk-std()-Z" -0.6574
"WALKING_UPSTAIRS" 17 "tBodyAccJerkMag-mean()" -0.3572
"WALKING_UPSTAIRS" 17 "tBodyAccJerkMag-std()" -0.3909
"WALKING_UPSTAIRS" 17 "tBodyAccMag-mean()" -0.0128
"WALKING_UPSTAIRS" 17 "tBodyAccMag-std()" -0.1029
"WALKING_UPSTAIRS" 17 "tBodyGyro-mean()-X" -0.0304
"WALKING_UPSTAIRS" 17 "tBodyGyro-mean()-Y" -0.0548
"WALKING_UPSTAIRS" 17 "tBodyGyro-mean()-Z" 0.0561
"WALKING_UPSTAIRS" 17 "tBodyGyro-std()-X" -0.4966
"WALKING_UPSTAIRS" 17 "tBodyGyro-std()-Y" -0.493
"WALKING_UPSTAIRS" 17 "tBodyGyro-std()-Z" -0.2344
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk-mean()-X" -0.1427
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk-mean()-Y" -0.0414
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk-mean()-Z" -0.0223
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk-std()-X" -0.606
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk-std()-Y" -0.6767
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk-std()-Z" -0.6106
"WALKING_UPSTAIRS" 17 "tBodyGyroJerkMag-mean()" -0.6374
"WALKING_UPSTAIRS" 17 "tBodyGyroJerkMag-std()" -0.6823
"WALKING_UPSTAIRS" 17 "tBodyGyroMag-mean()" -0.2352
"WALKING_UPSTAIRS" 17 "tBodyGyroMag-std()" -0.4408
"WALKING_UPSTAIRS" 17 "tGravityAcc-mean()-X" 0.8535
"WALKING_UPSTAIRS" 17 "tGravityAcc-mean()-Y" -0.2842
"WALKING_UPSTAIRS" 17 "tGravityAcc-mean()-Z" -0.2982
"WALKING_UPSTAIRS" 17 "tGravityAcc-std()-X" -0.9495
"WALKING_UPSTAIRS" 17 "tGravityAcc-std()-Y" -0.916
"WALKING_UPSTAIRS" 17 "tGravityAcc-std()-Z" -0.9302
"WALKING_UPSTAIRS" 17 "tGravityAccMag-mean()" -0.0128
"WALKING_UPSTAIRS" 17 "tGravityAccMag-std()" -0.1029
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-X" -0.4651
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-Y" -0.3635
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-Z" -0.5227
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-X" -0.3506
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-Y" -0.1906
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-Z" -0.2696
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-X" -0.5894
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-Y" -0.5797
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-Z" -0.7361
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-std()-X" -0.5753
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-std()-Y" -0.5855
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-std()-Z" -0.7847
"WALKING_UPSTAIRS" 18 "fBodyAccMag-mean()" -0.4366
"WALKING_UPSTAIRS" 18 "fBodyAccMag-std()" -0.4362
"WALKING_UPSTAIRS" 18 "fBodyBodyAccJerkMag-mean()" -0.5745
"WALKING_UPSTAIRS" 18 "fBodyBodyAccJerkMag-std()" -0.5879
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroJerkMag-mean()" -0.8262
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroJerkMag-std()" -0.8609
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroMag-mean()" -0.654
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroMag-std()" -0.533
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-X" -0.5923
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-Y" -0.6498
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-Z" -0.5044
"WALKING_UPSTAIRS" 18 "fBodyGyro-std()-X" -0.6007
"WALKING_UPSTAIRS" 18 "fBodyGyro-std()-Y" -0.4434
"WALKING_UPSTAIRS" 18 "fBodyGyro-std()-Z" -0.466
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-X" 0.2654
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-Y" -0.0222
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-Z" -0.1127
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-X" -0.3802
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-Y" -0.2112
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-Z" -0.3144
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-X" 0.0812
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-Y" 0.0212
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-Z" 0.0094
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-X" -0.5632
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Y" -0.5679
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Z" -0.7608
"WALKING_UPSTAIRS" 18 "tBodyAccJerkMag-mean()" -0.6015
"WALKING_UPSTAIRS" 18 "tBodyAccJerkMag-std()" -0.5793
"WALKING_UPSTAIRS" 18 "tBodyAccMag-mean()" -0.2791
"WALKING_UPSTAIRS" 18 "tBodyAccMag-std()" -0.3718
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-X" -0.0471
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-Y" -0.0526
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-Z" 0.0907
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-X" -0.5938
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Y" -0.5073
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Z" -0.4339
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-X" -0.09
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-Y" -0.0527
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-Z" -0.0693
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-X" -0.7607
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-Y" -0.8289
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-Z" -0.719
"WALKING_UPSTAIRS" 18 "tBodyGyroJerkMag-mean()" -0.7817
"WALKING_UPSTAIRS" 18 "tBodyGyroJerkMag-std()" -0.8355
"WALKING_UPSTAIRS" 18 "tBodyGyroMag-mean()" -0.3691
"WALKING_UPSTAIRS" 18 "tBodyGyroMag-std()" -0.5281
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-X" 0.8833
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-Y" -0.3166
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-Z" -0.1061
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-X" -0.9617
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-Y" -0.9421
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-Z" -0.9078
"WALKING_UPSTAIRS" 18 "tGravityAccMag-mean()" -0.2791
"WALKING_UPSTAIRS" 18 "tGravityAccMag-std()" -0.3718
"WALKING_UPSTAIRS" 19 "fBodyAcc-mean()-X" -0.1569
"WALKING_UPSTAIRS" 19 "fBodyAcc-mean()-Y" 0.1118
"WALKING_UPSTAIRS" 19 "fBodyAcc-mean()-Z" -0.2196
"WALKING_UPSTAIRS" 19 "fBodyAcc-std()-X" -0.1199
"WALKING_UPSTAIRS" 19 "fBodyAcc-std()-Y" 0.1326
"WALKING_UPSTAIRS" 19 "fBodyAcc-std()-Z" -0.24
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-mean()-X" -0.2053
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-mean()-Y" -0.0739
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-mean()-Z" -0.3807
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-std()-X" -0.2173
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-std()-Y" -0.0132
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-std()-Z" -0.5077
"WALKING_UPSTAIRS" 19 "fBodyAccMag-mean()" -0.0796
"WALKING_UPSTAIRS" 19 "fBodyAccMag-std()" -0.3683
"WALKING_UPSTAIRS" 19 "fBodyBodyAccJerkMag-mean()" -0.1874
"WALKING_UPSTAIRS" 19 "fBodyBodyAccJerkMag-std()" -0.4347
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroJerkMag-mean()" -0.4772
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroJerkMag-std()" -0.5883
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroMag-mean()" -0.2888
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroMag-std()" -0.3771
"WALKING_UPSTAIRS" 19 "fBodyGyro-mean()-X" -0.1945
"WALKING_UPSTAIRS" 19 "fBodyGyro-mean()-Y" -0.2254
"WALKING_UPSTAIRS" 19 "fBodyGyro-mean()-Z" -0.0661
"WALKING_UPSTAIRS" 19 "fBodyGyro-std()-X" -0.4775
"WALKING_UPSTAIRS" 19 "fBodyGyro-std()-Y" -0.1499
"WALKING_UPSTAIRS" 19 "fBodyGyro-std()-Z" -0.2075
"WALKING_UPSTAIRS" 19 "tBodyAcc-mean()-X" 0.2421
"WALKING_UPSTAIRS" 19 "tBodyAcc-mean()-Y" -0.0304
"WALKING_UPSTAIRS" 19 "tBodyAcc-mean()-Z" -0.1511
"WALKING_UPSTAIRS" 19 "tBodyAcc-std()-X" -0.1287
"WALKING_UPSTAIRS" 19 "tBodyAcc-std()-Y" 0.1763
"WALKING_UPSTAIRS" 19 "tBodyAcc-std()-Z" -0.1905
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-mean()-X" 0.0832
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-mean()-Y" 0.0568
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-mean()-Z" 0.0317
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-std()-X" -0.1743
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-std()-Y" -0.0129
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-std()-Z" -0.4443
"WALKING_UPSTAIRS" 19 "tBodyAccJerkMag-mean()" -0.1142
"WALKING_UPSTAIRS" 19 "tBodyAccJerkMag-std()" -0.2841
"WALKING_UPSTAIRS" 19 "tBodyAccMag-mean()" 0.0174
"WALKING_UPSTAIRS" 19 "tBodyAccMag-std()" -0.1777
"WALKING_UPSTAIRS" 19 "tBodyGyro-mean()-X" 0.0389
"WALKING_UPSTAIRS" 19 "tBodyGyro-mean()-Y" -0.1345
"WALKING_UPSTAIRS" 19 "tBodyGyro-mean()-Z" -2e-04
"WALKING_UPSTAIRS" 19 "tBodyGyro-std()-X" -0.4068
"WALKING_UPSTAIRS" 19 "tBodyGyro-std()-Y" -0.1726
"WALKING_UPSTAIRS" 19 "tBodyGyro-std()-Z" -0.1101
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-mean()-X" -0.1018
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-mean()-Y" -0.0346
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-mean()-Z" -0.0534
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-std()-X" -0.2394
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-std()-Y" -0.4921
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-std()-Z" -0.3754
"WALKING_UPSTAIRS" 19 "tBodyGyroJerkMag-mean()" -0.3728
"WALKING_UPSTAIRS" 19 "tBodyGyroJerkMag-std()" -0.5074
"WALKING_UPSTAIRS" 19 "tBodyGyroMag-mean()" -0.0616
"WALKING_UPSTAIRS" 19 "tBodyGyroMag-std()" -0.2644
"WALKING_UPSTAIRS" 19 "tGravityAcc-mean()-X" 0.8294
"WALKING_UPSTAIRS" 19 "tGravityAcc-mean()-Y" -0.3871
"WALKING_UPSTAIRS" 19 "tGravityAcc-mean()-Z" -0.221
"WALKING_UPSTAIRS" 19 "tGravityAcc-std()-X" -0.9165
"WALKING_UPSTAIRS" 19 "tGravityAcc-std()-Y" -0.901
"WALKING_UPSTAIRS" 19 "tGravityAcc-std()-Z" -0.8369
"WALKING_UPSTAIRS" 19 "tGravityAccMag-mean()" 0.0174
"WALKING_UPSTAIRS" 19 "tGravityAccMag-std()" -0.1777
"WALKING_UPSTAIRS" 20 "fBodyAcc-mean()-X" -0.1404
"WALKING_UPSTAIRS" 20 "fBodyAcc-mean()-Y" -0.0294
"WALKING_UPSTAIRS" 20 "fBodyAcc-mean()-Z" -0.3184
"WALKING_UPSTAIRS" 20 "fBodyAcc-std()-X" -0.1084
"WALKING_UPSTAIRS" 20 "fBodyAcc-std()-Y" 0.1645
"WALKING_UPSTAIRS" 20 "fBodyAcc-std()-Z" -0.2424
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-X" -0.2562
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-Y" -0.3122
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-Z" -0.4928
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-std()-X" -0.1871
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-std()-Y" -0.255
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-std()-Z" -0.5332
"WALKING_UPSTAIRS" 20 "fBodyAccMag-mean()" -0.205
"WALKING_UPSTAIRS" 20 "fBodyAccMag-std()" -0.3202
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-mean()" -0.215
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-std()" -0.2805
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroJerkMag-mean()" -0.4504
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroJerkMag-std()" -0.5028
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-mean()" -0.2866
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-std()" -0.3609
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-X" -0.3727
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-Y" -0.1623
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-Z" 0.1151
"WALKING_UPSTAIRS" 20 "fBodyGyro-std()-X" -0.532
"WALKING_UPSTAIRS" 20 "fBodyGyro-std()-Y" -0.079
"WALKING_UPSTAIRS" 20 "fBodyGyro-std()-Z" 0.0955
"WALKING_UPSTAIRS" 20 "tBodyAcc-mean()-X" 0.2521
"WALKING_UPSTAIRS" 20 "tBodyAcc-mean()-Y" -0.0282
"WALKING_UPSTAIRS" 20 "tBodyAcc-mean()-Z" -0.121
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-X" -0.1161
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-Y" 0.1522
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-Z" -0.2292
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-mean()-X" 0.0836
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-mean()-Y" 0.0066
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-mean()-Z" -0.0245
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-X" -0.1857
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-Y" -0.2608
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-Z" -0.5136
"WALKING_UPSTAIRS" 20 "tBodyAccJerkMag-mean()" -0.2556
"WALKING_UPSTAIRS" 20 "tBodyAccJerkMag-std()" -0.2394
"WALKING_UPSTAIRS" 20 "tBodyAccMag-mean()" 0.0087
"WALKING_UPSTAIRS" 20 "tBodyAccMag-std()" -0.1983
"WALKING_UPSTAIRS" 20 "tBodyGyro-mean()-X" 0.0659
"WALKING_UPSTAIRS" 20 "tBodyGyro-mean()-Y" -0.1747
"WALKING_UPSTAIRS" 20 "tBodyGyro-mean()-Z" 0.0587
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-X" -0.4927
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Y" -0.1047
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Z" 0.1841
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-X" -0.1484
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-Y" -0.019
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-Z" -0.0519
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-X" -0.4711
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-Y" -0.394
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-Z" -0.2539
"WALKING_UPSTAIRS" 20 "tBodyGyroJerkMag-mean()" -0.3719
"WALKING_UPSTAIRS" 20 "tBodyGyroJerkMag-std()" -0.4554
"WALKING_UPSTAIRS" 20 "tBodyGyroMag-mean()" 0.0223
"WALKING_UPSTAIRS" 20 "tBodyGyroMag-std()" -0.2539
"WALKING_UPSTAIRS" 20 "tGravityAcc-mean()-X" 0.7771
"WALKING_UPSTAIRS" 20 "tGravityAcc-mean()-Y" -0.4799
"WALKING_UPSTAIRS" 20 "tGravityAcc-mean()-Z" -0.1301
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-X" -0.9314
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-Y" -0.9246
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-Z" -0.9041
"WALKING_UPSTAIRS" 20 "tGravityAccMag-mean()" 0.0087
"WALKING_UPSTAIRS" 20 "tGravityAccMag-std()" -0.1983
"WALKING_UPSTAIRS" 21 "fBodyAcc-mean()-X" -0.3192
"WALKING_UPSTAIRS" 21 "fBodyAcc-mean()-Y" 0.0222
"WALKING_UPSTAIRS" 21 "fBodyAcc-mean()-Z" -0.3217
"WALKING_UPSTAIRS" 21 "fBodyAcc-std()-X" -0.2132
"WALKING_UPSTAIRS" 21 "fBodyAcc-std()-Y" 0.0823
"WALKING_UPSTAIRS" 21 "fBodyAcc-std()-Z" -0.2272
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-mean()-X" -0.4368
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-mean()-Y" -0.2051
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-mean()-Z" -0.5198
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-std()-X" -0.463
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-std()-Y" -0.2613
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-std()-Z" -0.6031
"WALKING_UPSTAIRS" 21 "fBodyAccMag-mean()" -0.2579
"WALKING_UPSTAIRS" 21 "fBodyAccMag-std()" -0.4034
"WALKING_UPSTAIRS" 21 "fBodyBodyAccJerkMag-mean()" -0.3554
"WALKING_UPSTAIRS" 21 "fBodyBodyAccJerkMag-std()" -0.4777
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroJerkMag-mean()" -0.6289
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroJerkMag-std()" -0.701
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroMag-mean()" -0.4754
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroMag-std()" -0.4834
"WALKING_UPSTAIRS" 21 "fBodyGyro-mean()-X" -0.447
"WALKING_UPSTAIRS" 21 "fBodyGyro-mean()-Y" -0.4467
"WALKING_UPSTAIRS" 21 "fBodyGyro-mean()-Z" -0.1558
"WALKING_UPSTAIRS" 21 "fBodyGyro-std()-X" -0.561
"WALKING_UPSTAIRS" 21 "fBodyGyro-std()-Y" -0.4783
"WALKING_UPSTAIRS" 21 "fBodyGyro-std()-Z" 0.0131
"WALKING_UPSTAIRS" 21 "tBodyAcc-mean()-X" 0.2652
"WALKING_UPSTAIRS" 21 "tBodyAcc-mean()-Y" -0.0237
"WALKING_UPSTAIRS" 21 "tBodyAcc-mean()-Z" -0.1254
"WALKING_UPSTAIRS" 21 "tBodyAcc-std()-X" -0.2408
"WALKING_UPSTAIRS" 21 "tBodyAcc-std()-Y" 0.1098
"WALKING_UPSTAIRS" 21 "tBodyAcc-std()-Z" -0.2197
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-mean()-X" 0.104
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-mean()-Y" -0.0156
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-mean()-Z" -0.036
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-std()-X" -0.4241
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-std()-Y" -0.2032
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-std()-Z" -0.5621
"WALKING_UPSTAIRS" 21 "tBodyAccJerkMag-mean()" -0.355
"WALKING_UPSTAIRS" 21 "tBodyAccJerkMag-std()" -0.4042
"WALKING_UPSTAIRS" 21 "tBodyAccMag-mean()" -0.081
"WALKING_UPSTAIRS" 21 "tBodyAccMag-std()" -0.2785
"WALKING_UPSTAIRS" 21 "tBodyGyro-mean()-X" 0.0626
"WALKING_UPSTAIRS" 21 "tBodyGyro-mean()-Y" -0.1556
"WALKING_UPSTAIRS" 21 "tBodyGyro-mean()-Z" -0.0055
"WALKING_UPSTAIRS" 21 "tBodyGyro-std()-X" -0.5319
"WALKING_UPSTAIRS" 21 "tBodyGyro-std()-Y" -0.4631
